Date,Open,High,Low,Close,Volume,Daily_Return_%,SMA5,SMA10,SMA20,Price_Distance_SMA10,Volatility,Volume_Change_%,Target,Ticker
2022-01-31,144.75,150.36050415039062,144.30050659179688,149.57350158691406,78308000,3.886361030218932,142.4094970703125,146.61184844970703,155.48084869384766,2.961653137207037,3.886361030218932,5.26400688246047,1,AMZN
2022-02-01,150.0,151.70799255371094,147.62750244140625,151.19349670410156,59220000,1.0830762802234384,144.6509979248047,145.83944854736328,154.52029876708986,5.354048156738287,1.0830762802234384,-24.37554272871226,0,AMZN
2022-02-02,155.05050659179688,155.0749969482422,148.86349487304688,150.6125030517578,87330000,-0.38427158906232384,146.9989990234375,145.2707992553711,153.67482376098633,5.341703796386724,0.38427158906232384,47.467071935157044,0,AMZN
2022-02-03,141.7375030517578,144.24749755859375,138.33299255371094,138.8455047607422,225532000,-7.812763251781229,146.8406005859375,143.9886001586914,152.3992492675781,-5.143095397949224,7.812763251781229,158.25260506126187,1,AMZN
2022-02-04,155.60650634765625,161.1999969482422,150.60800170898438,157.63949584960938,253456000,13.535901735711864,149.572900390625,145.48824920654297,152.11852416992187,12.1512466430664,13.535901735711864,12.381391554191868,1,AMZN
2022-02-07,158.52000427246094,162.6909942626953,157.25,157.9355010986328,102624000,0.18777353189827206,151.24530029296875,146.82739868164063,151.8875991821289,11.108102416992182,0.18777353189827206,-59.510131936115144,1,AMZN
2022-02-08,156.75050354003906,161.79249572753906,155.55050659179688,161.4134979248047,76040000,2.2021627828944013,153.28930053710937,148.97014923095702,151.88397445678712,12.443348693847668,2.2021627828944013,-25.904271905207356,0,AMZN
2022-02-09,162.87350463867188,163.83450317382812,160.25,161.1894989013672,68786000,-0.13877341505965646,155.40469970703126,151.20184936523438,151.67534942626952,9.987649536132807,0.13877341505965646,-9.539715938979487,0,AMZN
2022-02-10,158.35000610351562,160.7165069580078,157.75,159.0034942626953,68268000,-1.3561706274733853,159.43629760742186,153.1384490966797,151.36517410278321,5.865045166015619,1.3561706274733853,-0.7530602157415744,0,AMZN
2022-02-11,158.13450622558594,159.0,152.73399353027344,153.2935028076172,77100000,-3.591110674363196,158.56709899902344,154.06999969482422,150.969149017334,-0.7764968872070312,3.591110674363196,12.937247319388302,1,AMZN
2022-02-14,151.75100708007812,158.44850158691406,151.64999389648438,155.16700744628906,83230000,1.222168327005435,158.01340026855468,154.6293502807617,150.62059936523437,0.5376571655273494,1.222168327005435,7.9507133592736645,1,AMZN
2022-02-15,157.60549926757812,158.0070037841797,154.6374969482422,156.510498046875,56440000,0.8658352201907249,157.03280029296874,155.16105041503906,150.50024948120117,1.3494476318359432,0.8658352201907249,-32.18791301213505,1,AMZN
2022-02-16,155.79049682617188,158.83399963378906,154.7344970703125,158.10049438476562,52704000,1.0159039538768955,156.41499938964844,155.90984954833985,150.59032440185547,2.1906448364257756,1.0159039538768955,-6.6194188518781,0,AMZN
2022-02-17,158.14599609375,160.3489990234375,154.5,154.65249633789062,64032000,-2.1808901106176726,155.5447998046875,157.49054870605468,150.73957443237305,-2.838052368164057,2.1808901106176726,21.49362477231329,0,AMZN
2022-02-18,155.49949645996094,155.49949645996094,150.89300537109375,152.60150146484375,63604000,-1.3261957754408193,155.40639953613282,156.98674926757812,151.23749923706055,-4.385247802734369,1.3261957754408193,-0.6684157921039491,0,AMZN
2022-02-22,150.47850036621094,152.9824981689453,148.48550415039062,150.19749450683594,66128000,-1.5753494788264932,154.4124969482422,156.21294860839845,151.52017364501953,-6.015454101562511,1.5753494788264932,3.9683038802591053,0,AMZN
2022-02-23,151.65049743652344,151.76300048828125,144.6510009765625,144.82699584960938,64244000,-3.5756246632876687,152.07579650878907,154.5542984008789,151.76222381591796,-9.727302551269531,3.5756246632876687,-2.849020082264697,1,AMZN
2022-02-24,139.83749389648438,151.74899291992188,139.5,151.35800170898438,100786000,4.509522427819257,150.7272979736328,153.57114868164064,152.3864990234375,-2.2131469726562614,4.509522427819257,56.880019924039594,1,AMZN
2022-02-25,150.5500030517578,153.99000549316406,149.2135009765625,153.7884979248047,62396000,1.605793012842116,150.55449829101562,153.04964904785157,153.09404907226562,0.7388488769531136,1.605793012842116,-38.09060782251503,0,AMZN
2022-02-28,152.4250030517578,154.4499969482422,150.85000610351562,153.56300354003906,57684000,-0.14662630028149382,150.74679870605468,153.07659912109375,153.57329940795898,0.4864044189453125,0.14662630028149382,-7.551766138855054,0,AMZN
2022-03-01,152.7324981689453,154.0989990234375,149.9770050048828,151.14199829101562,44874000,-1.5765550251120253,150.93569946289062,152.6740982055664,153.65172424316407,-1.5320999145507699,1.5765550251120253,-22.207197836488458,1,AMZN
2022-03-02,150.8489990234375,152.99949645996094,148.75,152.05250549316406,47334000,0.6024183962390905,152.38080139160155,152.22829895019532,153.69467468261718,-0.17579345703126137,0.6024183962390905,5.48201631234122,0,AMZN
2022-03-03,153.531494140625,153.9290008544922,146.8560028076172,147.89849853515625,65198000,-2.7319556126581324,151.68890075683595,151.20809936523438,153.5589744567871,-3.309600830078125,2.7319556126581324,37.74031351671103,0,AMZN
2022-03-04,147.15899658203125,147.85000610351562,143.8070068359375,145.64100646972656,60934000,-1.52637929917393,150.0594024658203,150.30695037841798,153.89874954223632,-4.665943908691418,1.52637929917393,-6.5400779165005085,0,AMZN
2022-03-07,145.44349670410156,146.09449768066406,137.41650390625,137.4530029296875,86934000,-5.622045424233624,146.83740234375,148.79210052490234,152.88942489624023,-11.339097595214838,5.622045424233624,42.66911740571766,0,AMZN
2022-03-08,136.68350219726562,140.69949340820312,133.57249450683594,136.01449584960938,91662000,-1.0465446730283379,143.81190185546876,147.3738006591797,151.79337463378906,-11.359304809570318,1.0465446730283379,5.438608599627304,1,AMZN
2022-03-09,139.5,140.25,136.8280029296875,139.2790069580078,82656000,2.4001199930983708,141.2572021484375,146.81900177001953,150.68665008544923,-7.539994812011713,2.4001199930983708,-9.825227466125552,1,AMZN
2022-03-10,145.68499755859375,148.67449951171875,143.97799682617188,146.8175048828125,135062000,5.412515560997311,141.04100341796874,146.36495208740234,149.9680503845215,0.45255279541015625,5.412515560997311,63.402535811072404,0,AMZN
2022-03-11,149.57449340820312,149.6750030517578,145.36900329589844,145.52450561523438,68900000,-0.8806846762653975,141.0177032470703,145.5385528564453,149.29410095214843,-0.014047241210931816,0.8806846762653975,-48.98639143504465,0,AMZN
2022-03-14,145.9810028076172,147.4499969482422,140.88400268554688,141.85299682617188,74086000,-2.5229488143872714,141.8977020263672,144.3675521850586,148.72207565307616,-2.5145553588867244,2.5229488143872714,7.526850507982585,1,AMZN
2022-03-15,142.85000610351562,147.98500061035156,142.0,147.3665008544922,75584000,3.8867730338306705,144.16810302734376,143.99000244140626,148.33205032348633,3.376498413085926,3.8867730338306705,2.0219744621116087,1,AMZN
2022-03-16,148.5,153.14999389648438,147.35350036621094,153.10400390625,84958000,3.8933563723705156,146.9331024169922,144.09515228271485,148.16172561645507,9.00885162353515,3.8933563723705156,12.402095681625735,1,AMZN
2022-03-17,152.6405029296875,157.49850463867188,152.13999938964844,157.23899841308594,72934000,2.7007748989816838,149.01740112304688,145.02920227050782,148.1186508178711,12.209796142578114,2.7007748989816838,-14.152875538501375,1,AMZN
2022-03-18,156.81300354003906,161.593994140625,156.01100158691406,161.25050354003906,102962000,2.5512151358369817,152.1626007080078,146.59015197753905,148.44855117797852,14.660351562500011,2.5512151358369817,41.1714700962514,1,AMZN
2022-03-21,161.12100219726562,163.08399963378906,159.55299377441406,161.4915008544922,66538000,0.14945523217748669,156.09030151367188,148.99400177001954,148.89305114746094,12.49749908447265,0.14945523217748669,-35.37615819428527,1,AMZN
2022-03-22,161.8054962158203,166.16700744628906,161.69900512695312,164.88900756835938,64086000,2.103830044237709,159.5948028564453,151.88145294189454,149.62762680053712,13.007554626464838,2.103830044237709,-3.685112266674684,0,AMZN
2022-03-23,163.7050018310547,166.3699951171875,162.68699645996094,163.4080047607422,55812000,-0.8981816492546923,161.65560302734374,154.29435272216796,150.55667724609376,9.11365203857423,0.8981816492546923,-12.910776144555758,1,AMZN
2022-03-24,163.74949645996094,164.11849975585938,160.0500030517578,163.64950561523438,56798000,0.14779010051912955,162.93770446777344,155.97755279541016,151.17125244140624,7.671952819824213,0.14779010051912955,1.766645165914138,1,AMZN
2022-03-25,164.0,165.36849975585938,162.25,164.77349853515625,49032000,0.6868294014676479,163.64230346679688,157.90245208740234,151.72050247192382,6.871046447753912,0.6868294014676479,-13.673016655516035,1,AMZN
2022-03-28,164.97500610351562,169.03750610351562,164.89999389648438,168.99049377441406,59854000,2.5592678900108856,165.14210205078126,160.61620178222657,152.49187698364258,8.374291992187494,2.5592678900108856,22.071300375265125,1,AMZN
2022-03-29,170.38400268554688,170.8314971923828,167.86849975585938,169.31500244140625,66154000,0.192027764251268,166.0273010253906,162.81105194091796,153.4005271911621,6.503950500488287,0.192027764251268,10.525612323320077,0,AMZN
2022-03-30,168.50950622558594,168.95050048828125,165.5,166.30099487304688,56168000,-1.780118433038691,166.60589904785155,164.13075103759766,154.11295166015626,2.170243835449213,1.780118433038691,-15.09508117422983,0,AMZN
2022-03-31,166.44500732421875,166.4949951171875,162.95350646972656,162.99749755859375,59966000,-1.9864567358571672,166.47549743652343,164.70660095214845,154.86790161132814,-1.7091033935546989,1.9864567358571672,6.7618572852869985,1,AMZN
2022-04-01,164.14950561523438,165.82699584960938,162.3195037841797,163.55999755859375,57090000,0.3450973226124532,166.23279724121093,164.93755035400392,155.76385116577148,-1.3775527954101676,0.3450973226124532,-4.796051095620857,1,AMZN
2022-04-04,164.125,168.39450073242188,163.20550537109375,168.34649658203125,49882000,2.9264484561530857,166.10399780273437,165.6230499267578,157.30852584838868,2.723446655273449,2.9264484561530857,-12.625678752846381,0,AMZN
